TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Target
506.26,2024-11-04 08:11:53.000000000,Credit,Baltimore,ATM,64.0,Retired,86.0,1.0,6266.65,2024-11-04 08:11:53.000000000,4
736.32,2024-11-04 08:10:23.000000000,Debit,Indianapolis,Online,31.0,Doctor,28.0,1.0,14268.95,2024-11-04 08:10:23.000000000,0
389.43,2024-11-04 08:10:57.000000000,Credit,Austin,ATM,52.0,Engineer,151.0,1.0,6449.83,2024-11-04 08:10:57.000000000,4
25.58,2024-11-04 08:06:29.000000000,Debit,Omaha,ATM,60.0,Engineer,166.0,1.0,6741.41,2024-11-04 08:06:29.000000000,2
446.1,2024-11-04 08:08:30.000000000,Debit,Seattle,ATM,25.0,Student,243.0,1.0,1008.44,2024-11-04 08:08:30.000000000,1
147.74,2024-11-04 08:12:18.000000000,Debit,Raleigh,Branch,23.0,Student,15.0,1.0,1711.78,2024-11-04 08:12:18.000000000,5
46.23,2024-11-04 08:09:46.000000000,Debit,Fresno,Online,77.0,Retired,282.0,1.0,5107.75,2024-11-04 08:09:46.000000000,0
265.37,2024-11-04 08:09:20.000000000,Debit,Washington,Branch,33.0,Engineer,77.0,1.0,5229.95,2024-11-04 08:09:20.000000000,1
342.57,2024-11-04 08:09:51.000000000,Debit,Boston,Online,20.0,Student,91.0,1.0,339.16,2024-11-04 08:09:51.000000000,4
417.26,2024-11-04 08:11:53.000000000,Credit,New York,Online,32.0,Doctor,45.0,1.0,10442.48,2024-11-04 08:11:53.000000000,2
33.63,2024-11-04 08:10:52.000000000,Debit,Columbus,Online,63.0,Retired,76.0,1.0,4324.4,2024-11-04 08:10:52.000000000,3
64.58,2024-11-04 08:11:27.000000000,Debit,El Paso,Branch,55.0,Retired,173.0,1.0,6292.29,2024-11-04 08:11:27.000000000,3
23.23,2024-11-04 08:09:54.000000000,Credit,Miami,Branch,21.0,Student,122.0,1.0,269.01,2024-11-04 08:09:54.000000000,2
211.36,2024-11-04 08:07:59.000000000,Credit,Jacksonville,ATM,78.0,Retired,112.0,1.0,4737.84,2024-11-04 08:07:59.000000000,0
278.88,2024-11-04 08:09:44.000000000,Debit,Kansas City,Branch,64.0,Doctor,179.0,2.0,1334.09,2024-11-04 08:09:44.000000000,0
285.49,2024-11-04 08:12:14.000000000,Credit,Charlotte,Branch,53.0,Doctor,109.0,1.0,6366.84,2024-11-04 08:12:14.000000000,4
71.87,2024-11-04 08:12:07.000000000,Debit,Nashville,ATM,22.0,Student,258.0,1.0,1839.1,2024-11-04 08:12:07.000000000,2
308.8,2024-11-04 08:09:59.000000000,Debit,Baltimore,ATM,53.0,Retired,41.0,1.0,3966.54,2024-11-04 08:09:59.000000000,4
135.35,2024-11-04 08:07:24.000000000,Debit,Houston,Branch,45.0,Engineer,82.0,1.0,9983.36,2024-11-04 08:07:24.000000000,0
288.43,2024-11-04 08:09:00.000000000,Debit,Phoenix,Branch,66.0,Retired,72.0,1.0,4577.09,2024-11-04 08:09:00.000000000,5
147.46,2024-11-04 08:11:31.000000000,Credit,Albuquerque,Online,65.0,Doctor,205.0,1.0,7458.03,2024-11-04 08:11:31.000000000,4
214.15,2024-11-04 08:10:59.000000000,Debit,Fort Worth,Branch,32.0,Engineer,217.0,1.0,6397.29,2024-11-04 08:10:59.000000000,0
71.34,2024-11-04 08:09:43.000000000,Debit,Miami,Online,49.0,Engineer,144.0,3.0,6345.03,2024-11-04 08:09:43.000000000,2
170.36,2024-11-04 08:09:24.000000000,Debit,Indianapolis,ATM,30.0,Doctor,118.0,1.0,6034.73,2024-11-04 08:09:24.000000000,0
736.53,2024-11-04 08:09:38.000000000,Debit,Philadelphia,ATM,55.0,Engineer,120.0,1.0,9826.26,2024-11-04 08:09:38.000000000,5
213.42,2024-11-04 08:11:26.000000000,Debit,Columbus,ATM,45.0,Engineer,17.0,1.0,3736.38,2024-11-04 08:11:26.000000000,3
94.09,2024-11-04 08:10:29.000000000,Debit,Miami,Branch,27.0,Student,203.0,1.0,646.85,2024-11-04 08:10:29.000000000,2
91.23,2024-11-04 08:08:29.000000000,Debit,Boston,ATM,72.0,Retired,86.0,1.0,6385.12,2024-11-04 08:08:29.000000000,4
263.92,2024-11-04 08:10:43.000000000,Credit,San Diego,Branch,57.0,Retired,233.0,1.0,4161.71,2024-11-04 08:10:43.000000000,5
77.5,2024-11-04 08:08:15.000000000,Credit,Fort Worth,Online,51.0,Doctor,201.0,1.0,11079.77,2024-11-04 08:08:15.000000000,0
3.65,2024-11-04 08:11:01.000000000,Debit,Miami,Online,69.0,Doctor,146.0,1.0,10017.11,2024-11-04 08:11:01.000000000,2
43.88,2024-11-04 08:08:21.000000000,Credit,Seattle,Online,26.0,Student,251.0,1.0,1644.09,2024-11-04 08:08:21.000000000,1
211.36,2024-11-04 08:07:44.000000000,Debit,El Paso,ATM,28.0,Student,132.0,1.0,387.65,2024-11-04 08:07:44.000000000,3
224.79,2024-11-04 08:10:25.000000000,Debit,Boston,Online,18.0,Student,129.0,1.0,528.38,2024-11-04 08:10:25.000000000,4
64.3,2024-11-04 08:11:58.000000000,Debit,Louisville,ATM,55.0,Retired,67.0,1.0,7530.3,2024-11-04 08:11:58.000000000,2
111.79,2024-11-04 08:11:34.000000000,Debit,Jacksonville,Online,62.0,Doctor,49.0,1.0,10887.59,2024-11-04 08:11:34.000000000,0
613.7,2024-11-04 08:10:53.000000000,Credit,Fort Worth,Branch,61.0,Retired,37.0,1.0,7307.11,2024-11-04 08:10:53.000000000,0
26.07,2024-11-04 08:10:16.000000000,Debit,Baltimore,Branch,20.0,Student,19.0,3.0,349.98,2024-11-04 08:10:16.000000000,4
170.45,2024-11-04 08:09:17.000000000,Debit,San Francisco,Branch,60.0,Engineer,199.0,1.0,2284.41,2024-11-04 08:09:17.000000000,1
344.27,2024-11-04 08:09:37.000000000,Debit,San Antonio,Branch,22.0,Student,123.0,1.0,1918.36,2024-11-04 08:09:37.000000000,5
872.72,2024-11-04 08:10:49.000000000,Debit,Washington,Online,22.0,Student,288.0,1.0,503.01,2024-11-04 08:10:49.000000000,1
292.95,2024-11-04 08:11:13.000000000,Debit,Memphis,Branch,37.0,Engineer,56.0,1.0,1216.91,2024-11-04 08:11:13.000000000,2
28.44,2024-11-04 08:09:03.000000000,Debit,Fresno,ATM,18.0,Student,243.0,1.0,1071.04,2024-11-04 08:09:03.000000000,0
209.02,2024-11-04 08:11:19.000000000,Debit,El Paso,ATM,21.0,Student,74.0,1.0,187.9,2024-11-04 08:11:19.000000000,3
20.05,2024-11-04 08:08:00.000000000,Debit,Chicago,ATM,72.0,Retired,171.0,1.0,7145.67,2024-11-04 08:08:00.000000000,3
175.02,2024-11-04 08:09:21.000000000,Debit,Phoenix,Online,28.0,Student,71.0,1.0,1493.88,2024-11-04 08:09:21.000000000,5
89.5,2024-11-04 08:09:01.000000000,Credit,Louisville,Branch,41.0,Engineer,134.0,1.0,8658.95,2024-11-04 08:09:01.000000000,2
69.96,2024-11-04 08:08:13.000000000,Debit,Baltimore,Branch,28.0,Student,31.0,1.0,164.12,2024-11-04 08:08:13.000000000,4
146.51,2024-11-04 08:10:39.000000000,Debit,Albuquerque,ATM,53.0,Engineer,112.5,1.0,7089.9,2024-11-04 08:10:39.000000000,4
376.78,2024-11-04 08:07:49.000000000,Credit,Nashville,Online,21.0,Student,88.0,1.0,841.65,2024-11-04 08:07:49.000000000,2
148.54,2024-11-04 08:11:52.000000000,Credit,Columbus,Branch,71.0,Retired,107.0,1.0,5677.05,2024-11-04 08:11:52.000000000,3
388.77,2024-11-04 08:11:05.000000000,Credit,Jacksonville,Online,26.0,Student,30.0,1.0,1658.49,2024-11-04 08:11:05.000000000,0
100.38,2024-11-04 08:09:18.000000000,Debit,Seattle,Branch,63.0,Doctor,49.0,1.0,10171.68,2024-11-04 08:09:18.000000000,1
137.23,2024-11-04 08:08:41.000000000,Debit,Fresno,Branch,64.0,Doctor,63.0,1.0,13847.99,2024-11-04 08:08:41.000000000,0
870.3,2024-11-04 08:08:54.000000000,Debit,San Jose,ATM,51.0,Retired,229.0,1.0,3688.98,2024-11-04 08:08:54.000000000,1
458.94,2024-11-04 08:08:35.000000000,Debit,Detroit,Branch,52.0,Engineer,180.0,1.0,5619.95,2024-11-04 08:08:35.000000000,3
327.35,2024-11-04 08:11:19.000000000,Credit,Memphis,Branch,20.0,Student,175.0,1.0,342.08,2024-11-04 08:11:19.000000000,2
757.15,2024-11-04 08:08:06.000000000,Debit,Raleigh,Online,53.0,Engineer,38.0,1.0,4702.86,2024-11-04 08:08:06.000000000,5
5.64,2024-11-04 08:11:10.000000000,Debit,Boston,Online,45.0,Doctor,47.0,1.0,12703.24,2024-11-04 08:11:10.000000000,4
47.23,2024-11-04 08:11:07.000000000,Credit,Memphis,Online,73.0,Retired,160.0,1.0,6659.81,2024-11-04 08:11:07.000000000,2
239.41,2024-11-04 08:07:19.000000000,Credit,Fort Worth,Online,42.0,Doctor,248.0,1.0,7860.65,2024-11-04 08:07:19.000000000,0
7.48,2024-11-04 08:12:21.000000000,Debit,San Antonio,ATM,55.0,Engineer,29.0,1.0,4737.84,2024-11-04 08:12:21.000000000,5
170.97,2024-11-04 08:07:51.000000000,Debit,Nashville,Branch,26.0,Student,292.0,1.0,1265.27,2024-11-04 08:07:51.000000000,2
262.43,2024-11-04 08:07:46.000000000,Credit,San Diego,Online,37.0,Doctor,274.0,5.0,12841.01,2024-11-04 08:07:46.000000000,5
659.15,2024-11-04 08:06:24.000000000,Debit,Boston,ATM,22.0,Student,204.0,1.0,1241.59,2024-11-04 08:06:24.000000000,4
31.53,2024-11-04 08:06:33.000000000,Debit,Kansas City,Online,25.0,Student,283.0,1.0,874.93,2024-11-04 08:06:33.000000000,0
111.66,2024-11-04 08:07:36.000000000,Credit,Fort Worth,Online,48.0,Engineer,140.0,1.0,5716.72,2024-11-04 08:07:36.000000000,0
250.01,2024-11-04 08:12:10.000000000,Debit,Kansas City,ATM,62.0,Retired,88.0,1.0,1541.48,2024-11-04 08:12:10.000000000,0
554.15,2024-11-04 08:12:11.000000000,Debit,Raleigh,ATM,49.0,Doctor,108.0,1.0,14817.22,2024-11-04 08:12:11.000000000,5
598.66,2024-11-04 08:11:41.000000000,Debit,Charlotte,Branch,32.0,Engineer,222.0,1.0,2587.11,2024-11-04 08:11:41.000000000,4
28.38,2024-11-04 08:08:56.000000000,Debit,Sacramento,Branch,55.0,Doctor,98.0,1.0,173.7,2024-11-04 08:08:56.000000000,5
16.8,2024-11-04 08:09:51.000000000,Debit,San Diego,ATM,49.0,Doctor,94.0,1.0,11847.07,2024-11-04 08:09:51.000000000,5
896.79,2024-11-04 08:06:45.000000000,Debit,Dallas,Online,33.0,Doctor,168.0,1.0,11146.74,2024-11-04 08:06:45.000000000,3
159.0,2024-11-04 08:08:35.000000000,Debit,Las Vegas,ATM,49.0,Engineer,38.0,1.0,369.79,2024-11-04 08:08:35.000000000,0
56.31,2024-11-04 08:08:12.000000000,Credit,Houston,Online,75.0,Retired,195.0,1.0,6396.08,2024-11-04 08:08:12.000000000,0
203.99,2024-11-04 08:09:52.000000000,Debit,Philadelphia,Online,52.0,Retired,215.0,1.0,4840.31,2024-11-04 08:09:52.000000000,5
50.99,2024-11-04 08:10:00.000000000,Debit,Detroit,Branch,29.0,Doctor,76.0,1.0,1334.6,2024-11-04 08:10:00.000000000,3
101.28,2024-11-04 08:06:44.000000000,Credit,Chicago,Online,32.0,Engineer,75.0,1.0,2774.35,2024-11-04 08:06:44.000000000,3
299.92,2024-11-04 08:08:59.000000000,Debit,Denver,ATM,27.0,Student,122.0,1.0,1368.0,2024-11-04 08:08:59.000000000,3
77.54,2024-11-04 08:10:22.000000000,Debit,Phoenix,Online,67.0,Retired,73.0,1.0,4536.38,2024-11-04 08:10:22.000000000,5
18.35,2024-11-04 08:10:06.000000000,Debit,Nashville,Branch,21.0,Student,78.0,1.0,1293.39,2024-11-04 08:10:06.000000000,2
732.53,2024-11-04 08:12:14.000000000,Credit,San Jose,ATM,26.0,Student,116.0,1.0,441.54,2024-11-04 08:12:14.000000000,1
65.11,2024-11-04 08:08:55.000000000,Debit,Nashville,ATM,34.0,Engineer,150.0,1.0,8485.14,2024-11-04 08:08:55.000000000,2
67.07,2024-11-04 08:10:33.000000000,Credit,Los Angeles,ATM,24.0,Student,56.0,1.0,999.62,2024-11-04 08:10:33.000000000,0
137.48,2024-11-04 08:08:46.000000000,Debit,Seattle,Branch,55.0,Doctor,47.0,1.0,14273.42,2024-11-04 08:08:46.000000000,1
398.36,2024-11-04 08:09:08.000000000,Debit,Columbus,ATM,22.0,Student,56.0,1.0,1863.7,2024-11-04 08:09:08.000000000,3
469.46,2024-11-04 08:09:58.000000000,Debit,New York,ATM,20.0,Student,149.0,1.0,8640.56,2024-11-04 08:09:58.000000000,2
37.58,2024-11-04 08:12:14.000000000,Debit,Indianapolis,ATM,57.0,Doctor,182.0,1.0,259.44,2024-11-04 08:12:14.000000000,0
160.24,2024-11-04 08:09:07.000000000,Debit,Washington,ATM,31.0,Engineer,15.0,1.0,5526.97,2024-11-04 08:09:07.000000000,1
315.39,2024-11-04 08:08:08.000000000,Credit,New York,Branch,23.0,Student,93.0,1.0,929.6,2024-11-04 08:08:08.000000000,2
434.17,2024-11-04 08:09:50.000000000,Debit,Atlanta,ATM,21.0,Student,148.0,5.0,5335.44,2024-11-04 08:09:50.000000000,4
165.91,2024-11-04 08:09:22.000000000,Debit,Jacksonville,ATM,26.0,Student,84.0,1.0,587.12,2024-11-04 08:09:22.000000000,0
211.36,2024-11-04 08:11:24.000000000,Debit,San Francisco,Branch,47.0,Engineer,194.0,1.0,4760.34,2024-11-04 08:11:24.000000000,1
241.45,2024-11-04 08:08:42.000000000,Debit,Portland,Online,26.0,Student,158.0,1.0,1594.04,2024-11-04 08:08:42.000000000,5
23.24,2024-11-04 08:10:55.000000000,Debit,Indianapolis,Branch,68.0,Doctor,129.0,1.0,13777.79,2024-11-04 08:10:55.000000000,0
70.88,2024-11-04 08:06:26.000000000,Credit,Omaha,Branch,74.0,Retired,176.0,1.0,1794.65,2024-11-04 08:06:26.000000000,2
314.52,2024-11-04 08:06:44.000000000,Debit,Memphis,ATM,80.0,Retired,229.0,1.0,7071.32,2024-11-04 08:06:44.000000000,2
181.81,2024-11-04 08:09:04.000000000,Credit,Austin,Online,78.0,Retired,122.0,1.0,7525.73,2024-11-04 08:09:04.000000000,4
854.64,2024-11-04 08:08:54.000000000,Debit,Fort Worth,Branch,56.0,Retired,118.0,1.0,2989.25,2024-11-04 08:08:54.000000000,0
261.19,2024-11-04 08:09:48.000000000,Debit,Oklahoma City,ATM,64.0,Retired,52.0,1.0,7620.6,2024-11-04 08:09:48.000000000,2
220.68,2024-11-04 08:07:05.000000000,Credit,Raleigh,Online,71.0,Retired,217.0,1.0,5549.2,2024-11-04 08:07:05.000000000,5
11.86,2024-11-04 08:08:52.000000000,Debit,Sacramento,Branch,31.0,Engineer,129.0,1.0,6782.61,2024-11-04 08:08:52.000000000,5
122.65,2024-11-04 08:06:57.000000000,Debit,Columbus,Online,28.0,Student,41.0,1.0,1968.51,2024-11-04 08:06:57.000000000,3
395.16,2024-11-04 08:11:15.000000000,Debit,Milwaukee,Online,56.0,Retired,17.0,1.0,5340.73,2024-11-04 08:11:15.000000000,2
704.69,2024-11-04 08:10:51.000000000,Debit,Las Vegas,Online,51.0,Retired,150.0,1.0,3267.84,2024-11-04 08:10:51.000000000,0
369.89,2024-11-04 08:11:27.000000000,Debit,San Antonio,ATM,69.0,Retired,69.0,1.0,6941.47,2024-11-04 08:11:27.000000000,5
10.92,2024-11-04 08:08:28.000000000,Debit,Jacksonville,ATM,67.0,Retired,268.0,1.0,7567.2,2024-11-04 08:08:28.000000000,0
199.14,2024-11-04 08:10:52.000000000,Debit,Seattle,Branch,31.0,Engineer,36.0,1.0,7001.25,2024-11-04 08:10:52.000000000,1
109.43,2024-11-04 08:09:49.000000000,Debit,Denver,Branch,70.0,Retired,140.0,1.0,1983.65,2024-11-04 08:09:49.000000000,3
304.15,2024-11-04 08:10:17.000000000,Debit,Atlanta,Branch,20.0,Student,40.0,1.0,686.91,2024-11-04 08:10:17.000000000,4
620.54,2024-11-04 08:07:26.000000000,Credit,Omaha,Branch,28.0,Student,98.0,1.0,213.36,2024-11-04 08:07:26.000000000,2
757.79,2024-11-04 08:08:27.000000000,Debit,Charlotte,Online,22.0,Student,117.0,1.0,1443.02,2024-11-04 08:08:27.000000000,4
122.81,2024-11-04 08:09:37.000000000,Debit,San Jose,Branch,52.0,Doctor,12.0,1.0,8450.84,2024-11-04 08:09:37.000000000,1
96.25,2024-11-04 08:06:36.000000000,Debit,Houston,Online,61.0,Retired,171.0,1.0,7996.7,2024-11-04 08:06:36.000000000,0
142.55,2024-11-04 08:07:26.000000000,Debit,Kansas City,Online,67.0,Doctor,97.0,1.0,1262.68,2024-11-04 08:07:26.000000000,0
35.94,2024-11-04 08:09:24.000000000,Credit,Fresno,Branch,23.0,Student,141.0,1.0,1697.28,2024-11-04 08:09:24.000000000,0
24.86,2024-11-04 08:12:04.000000000,Debit,Jacksonville,Branch,58.0,Engineer,292.0,1.0,2591.65,2024-11-04 08:12:04.000000000,0
103.08,2024-11-04 08:10:18.000000000,Debit,San Francisco,Online,60.0,Doctor,109.0,1.0,12002.16,2024-11-04 08:10:18.000000000,1
116.27,2024-11-04 08:11:49.000000000,Debit,Portland,Online,57.0,Engineer,94.0,1.0,8726.92,2024-11-04 08:11:49.000000000,5
363.84,2024-11-04 08:09:37.000000000,Debit,Columbus,Online,73.0,Retired,118.0,3.0,5415.64,2024-11-04 08:09:37.000000000,3
34.74,2024-11-04 08:12:14.000000000,Credit,Portland,Online,45.0,Retired,72.0,1.0,3736.57,2024-11-04 08:12:14.000000000,5
64.01,2024-11-04 08:09:22.439406336,Credit,Philadelphia,Branch,19.0,Student,240.0,1.0,1225.69,2024-11-04 08:09:22.439406336,5
108.75,2024-11-04 08:10:18.000000000,Debit,Houston,ATM,50.0,Doctor,23.0,4.0,14829.85,2024-11-04 08:10:18.000000000,0
50.9,2024-11-04 08:06:36.000000000,Credit,Jacksonville,Online,28.0,Student,150.0,1.0,1277.7,2024-11-04 08:06:36.000000000,0
206.84,2024-11-04 08:10:50.000000000,Debit,Philadelphia,Branch,20.0,Student,154.0,1.0,454.66,2024-11-04 08:10:50.000000000,5
37.4,2024-11-04 08:12:08.000000000,Debit,Raleigh,ATM,20.0,Student,84.0,1.0,1519.51,2024-11-04 08:12:08.000000000,5
154.21,2024-11-04 08:10:33.000000000,Debit,Miami,Online,46.0,Engineer,75.0,1.0,8045.77,2024-11-04 08:10:33.000000000,2
199.37,2024-11-04 08:08:44.000000000,Debit,Chicago,Online,24.0,Student,79.0,1.0,1331.3,2024-11-04 08:08:44.000000000,3
410.49,2024-11-04 08:10:38.000000000,Credit,Atlanta,Branch,25.0,Student,112.5,1.0,1843.57,2024-11-04 08:10:38.000000000,4
18.23,2024-11-04 08:11:20.000000000,Debit,Nashville,ATM,56.0,Engineer,28.0,1.0,8422.2,2024-11-04 08:11:20.000000000,2
398.7,2024-11-04 08:09:04.000000000,Debit,Albuquerque,ATM,47.0,Doctor,276.0,1.0,7987.74,2024-11-04 08:09:04.000000000,4
122.14,2024-11-04 08:08:04.000000000,Debit,Omaha,Online,22.0,Student,112.5,1.0,327.68,2024-11-04 08:08:04.000000000,2
378.2,2024-11-04 08:11:02.000000000,Debit,Mesa,Branch,40.0,Engineer,167.0,1.0,7372.81,2024-11-04 08:11:02.000000000,2
124.74,2024-11-04 08:08:17.000000000,Debit,Los Angeles,ATM,49.0,Engineer,33.0,1.0,2987.97,2024-11-04 08:08:17.000000000,0
17.1,2024-11-04 08:11:05.000000000,Debit,Albuquerque,ATM,53.0,Retired,101.0,1.0,1619.54,2024-11-04 08:11:05.000000000,4
287.05,2024-11-04 08:10:59.000000000,Debit,Milwaukee,ATM,22.0,Student,212.0,1.0,1204.65,2024-11-04 08:10:59.000000000,2
874.72,2024-11-04 08:08:17.000000000,Debit,San Francisco,Online,28.0,Engineer,173.0,1.0,4630.58,2024-11-04 08:08:17.000000000,1
40.12,2024-11-04 08:10:40.000000000,Credit,Dallas,ATM,36.0,Doctor,269.0,1.0,14304.38,2024-11-04 08:10:40.000000000,3
125.0,2024-11-04 08:11:36.000000000,Credit,Indianapolis,Online,49.0,Engineer,177.0,1.0,3215.76,2024-11-04 08:11:36.000000000,0
348.44,2024-11-04 08:09:55.000000000,Debit,Baltimore,Online,24.0,Student,147.0,1.0,1022.94,2024-11-04 08:09:55.000000000,4
128.4,2024-11-04 08:11:44.000000000,Debit,Tucson,ATM,69.0,Retired,31.0,1.0,2610.64,2024-11-04 08:11:44.000000000,1
320.93,2024-11-04 08:10:27.000000000,Debit,Atlanta,Online,55.0,Engineer,178.0,1.0,9451.66,2024-11-04 08:10:27.000000000,4
1.41,2024-11-04 08:12:04.000000000,Debit,Sacramento,ATM,53.0,Retired,278.0,1.0,1244.17,2024-11-04 08:12:04.000000000,5
50.52,2024-11-04 08:06:58.000000000,Debit,Los Angeles,Branch,54.0,Doctor,293.0,1.0,12815.24,2024-11-04 08:06:58.000000000,0
383.95,2024-11-04 08:07:55.000000000,Credit,San Diego,Online,31.0,Engineer,143.0,1.0,9933.56,2024-11-04 08:07:55.000000000,5
12.94,2024-11-04 08:10:32.000000000,Debit,Fresno,Branch,23.0,Student,158.0,1.0,921.23,2024-11-04 08:10:32.000000000,0
329.75,2024-11-04 08:09:57.000000000,Debit,Sacramento,Online,56.0,Retired,211.0,1.0,6009.43,2024-11-04 08:09:57.000000000,5
40.79,2024-11-04 08:11:29.000000000,Debit,Milwaukee,ATM,18.0,Student,80.0,1.0,1769.33,2024-11-04 08:11:29.000000000,2
99.25,2024-11-04 08:07:33.000000000,Credit,Phoenix,Online,63.0,Retired,93.0,1.0,2570.34,2024-11-04 08:07:33.000000000,5
150.6,2024-11-04 08:07:30.000000000,Debit,Miami,ATM,69.0,Retired,59.0,1.0,3240.14,2024-11-04 08:07:30.000000000,2
29.5,2024-11-04 08:09:30.000000000,Debit,San Antonio,Online,73.0,Retired,129.0,1.0,1229.32,2024-11-04 08:09:30.000000000,5
54.34,2024-11-04 08:11:47.000000000,Debit,Albuquerque,ATM,65.0,Doctor,46.0,1.0,8019.89,2024-11-04 08:11:47.000000000,4
18.25,2024-11-04 08:08:43.000000000,Debit,Kansas City,ATM,53.0,Doctor,18.0,1.0,14328.29,2024-11-04 08:08:43.000000000,0
633.87,2024-11-04 08:09:58.000000000,Debit,Kansas City,Online,27.0,Student,175.0,1.0,330.16,2024-11-04 08:09:58.000000000,0
81.15,2024-11-04 08:09:07.000000000,Debit,Miami,ATM,19.0,Student,114.0,1.0,1595.26,2024-11-04 08:09:07.000000000,2
83.95,2024-11-04 08:06:37.000000000,Debit,New York,Online,75.0,Retired,170.0,1.0,7413.18,2024-11-04 08:06:37.000000000,2
410.4,2024-11-04 08:09:34.000000000,Credit,Virginia Beach,ATM,61.0,Retired,78.0,1.0,2563.91,2024-11-04 08:09:34.000000000,1
172.68,2024-11-04 08:07:49.000000000,Debit,Baltimore,ATM,33.0,Doctor,17.0,1.0,10724.95,2024-11-04 08:07:49.000000000,4
139.88,2024-11-04 08:07:25.000000000,Debit,Colorado Springs,ATM,34.0,Engineer,162.0,1.0,2969.71,2024-11-04 08:07:25.000000000,3
165.55,2024-11-04 08:08:55.000000000,Debit,Dallas,Branch,28.0,Student,115.0,1.0,761.78,2024-11-04 08:08:55.000000000,3
53.79,2024-11-04 08:07:47.000000000,Credit,Philadelphia,ATM,54.0,Engineer,137.0,3.0,6229.36,2024-11-04 08:07:47.000000000,5
285.69,2024-11-04 08:07:59.000000000,Debit,Miami,ATM,63.0,Retired,35.0,1.0,2552.54,2024-11-04 08:07:59.000000000,2
532.4,2024-11-04 08:09:47.000000000,Debit,Jacksonville,ATM,22.0,Student,149.0,1.0,1033.73,2024-11-04 08:09:47.000000000,0
293.85,2024-11-04 08:09:31.000000000,Debit,Charlotte,Online,25.0,Student,144.0,1.0,1919.97,2024-11-04 08:09:31.000000000,4
27.94,2024-11-04 08:08:30.000000000,Debit,Atlanta,Branch,79.0,Retired,120.0,1.0,1893.44,2024-11-04 08:08:30.000000000,4
270.36,2024-11-04 08:07:51.000000000,Debit,Oklahoma City,ATM,25.0,Student,37.0,1.0,1783.04,2024-11-04 08:07:51.000000000,2
112.66,2024-11-04 08:07:58.000000000,Debit,Philadelphia,Online,29.0,Engineer,176.0,3.0,852.98,2024-11-04 08:07:58.000000000,5
506.03,2024-11-04 08:09:26.000000000,Debit,Detroit,Branch,21.0,Student,21.0,1.0,1123.89,2024-11-04 08:09:26.000000000,3
206.95,2024-11-04 08:07:36.000000000,Debit,Seattle,Branch,22.0,Student,31.0,1.0,1817.65,2024-11-04 08:07:36.000000000,1
350.96,2024-11-04 08:08:03.000000000,Debit,Tucson,ATM,63.0,Retired,167.0,1.0,5463.94,2024-11-04 08:08:03.000000000,1
261.63,2024-11-04 08:09:33.000000000,Debit,Chicago,Branch,20.0,Student,150.0,1.0,477.03,2024-11-04 08:09:33.000000000,3
46.12,2024-11-04 08:08:32.000000000,Debit,Fresno,Branch,59.0,Doctor,30.0,1.0,8874.01,2024-11-04 08:08:32.000000000,0
27.25,2024-11-04 08:09:28.000000000,Credit,Kansas City,Branch,63.0,Retired,92.0,1.0,5365.2,2024-11-04 08:09:28.000000000,0
331.66,2024-11-04 08:08:23.000000000,Debit,Las Vegas,ATM,76.0,Retired,145.0,1.0,7216.3,2024-11-04 08:08:23.000000000,0
667.95,2024-11-04 08:08:19.000000000,Credit,Oklahoma City,ATM,62.0,Doctor,253.0,1.0,13558.56,2024-11-04 08:08:19.000000000,2
49.84,2024-11-04 08:07:16.000000000,Debit,Chicago,ATM,49.0,Doctor,146.0,1.0,7872.04,2024-11-04 08:07:16.000000000,3
556.04,2024-11-04 08:07:38.000000000,Debit,Denver,ATM,72.0,Retired,27.0,1.0,5200.04,2024-11-04 08:07:38.000000000,3
88.06,2024-11-04 08:09:03.000000000,Credit,Raleigh,Online,18.0,Student,288.0,1.0,1779.85,2024-11-04 08:09:03.000000000,5
745.95,2024-11-04 08:09:22.439406336,Debit,Memphis,ATM,58.0,Doctor,127.0,1.0,13264.14,2024-11-04 08:09:22.439406336,2
67.25,2024-11-04 08:11:37.000000000,Debit,Miami,Online,19.0,Student,157.0,1.0,467.4,2024-11-04 08:11:37.000000000,2
93.63,2024-11-04 08:09:57.000000000,Debit,New York,ATM,29.0,Engineer,141.0,1.0,9873.62,2024-11-04 08:09:57.000000000,2
74.11,2024-11-04 08:09:02.000000000,Debit,San Jose,Branch,22.0,Student,49.0,1.0,1257.9,2024-11-04 08:09:02.000000000,1
41.13,2024-11-04 08:10:03.000000000,Credit,Philadelphia,Branch,77.0,Retired,58.0,1.0,6067.54,2024-11-04 08:10:03.000000000,5
192.02,2024-11-04 08:09:02.000000000,Credit,Indianapolis,Online,79.0,Retired,154.0,1.0,5169.07,2024-11-04 08:09:02.000000000,0
291.27,2024-11-04 08:10:16.000000000,Debit,Detroit,Branch,77.0,Retired,121.0,1.0,6878.86,2024-11-04 08:10:16.000000000,3
296.46,2024-11-04 08:08:19.000000000,Debit,Dallas,Branch,23.0,Student,136.0,1.0,558.99,2024-11-04 08:08:19.000000000,3
